BenchTaxonName,BenchTaxonNameReferenceCode,TaxonConceptState,BiologicalCommunity,AlgalGroup,BenchTaxonProvisional,BenchTaxonHybrid,BU_ID,NADED_ID,BiodataTaxonName,BiodataCommonName,BiodataShortName,BiodataTaxonProvisional,BiodataTaxonHybrid,PublishedTaxonName,PublishedTaxonAuthority,ITIS_TSN,ITIS_MatchCode,PublishedSortOrder,PublishedTaxonLevel,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Variety,Form,TaxonVersionNumber
Franceia tuberculata Smith,"",Current,Algae,Green Algae,N,N,"","",Franceia tuberculata,"",FRAtuber,N,N,Franceia tuberculata,Smith,"","",3000561,Species,Franceia tuberculata Smith,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Franceia,"",Franceia tuberculata,"","","",13.2
Franceia tuberculata,WhitandSch 1973 Pl 13 Fig 7,Current,Algae,Green Algae,N,N,"",385002,Franceia tuberculata,"",FRAtuber,N,N,Franceia tuberculata,Smith,"","",3000562,Species,Franceia tuberculata Smith,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Franceia,"",Franceia tuberculata,"","","",13.2
Gloeotaenium loitelsbergerianum Hansgirg,"",Current,Algae,Green Algae,N,N,"","",Gloeotaenium loitelsbergerianum,"",GLNloitl,N,N,Gloeotaenium loitelsbergerianum,Hansgirg,"","",3000563,Species,Gloeotaenium loitelsbergerianum Hansgirg,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Gloeotaenium,"",Gloeotaenium loitelsbergerianum,"","","",13.2
Gloeotaenium loitelsbergerianum,Prescott 1962 Pl 54 Figs 13-14,Current,Algae,Green Algae,N,N,"",395000,Gloeotaenium loitelsbergerianum,"",GLNloitl,N,N,Gloeotaenium loitelsbergerianum,Hansgirg,"","",3000564,Species,Gloeotaenium loitelsbergerianum Hansgirg,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Gloeotaenium,"",Gloeotaenium loitelsbergerianum,"","","",13.2
Keratococcus bicaudatus (Braun) Boye-Petersen,"",Current,Algae,Green Algae,N,N,"","",Keratococcus bicaudatus,"",KERbicad,N,N,Keratococcus bicaudatus,(Braun) Boye-Petersen,"","",3000565,Species,Keratococcus bicaudatus (Braun) Boye-Petersen,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Keratococcus,"",Keratococcus bicaudatus,"","","",13.2
Keratococcus bicaudatus,Dillard 1989b Pl 37 Fig 3,Current,Algae,Green Algae,N,N,"",422000,Keratococcus bicaudatus,"",KERbicad,N,N,Keratococcus bicaudatus,(Braun) Boye-Petersen,"","",3000566,Species,Keratococcus bicaudatus (Braun) Boye-Petersen,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Keratococcus,"",Keratococcus bicaudatus,"","","",13.2
Kirchneriella sp.,"",Current,Algae,Green Algae,Y,N,"",424000,Kirchneriella,"",KIR,Y,N,Kirchneriella,"","","",3000567,Genus,Kirchneriella,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"","","","","",13.2
Kirchneriella spp.,"",Current,Algae,Green Algae,Y,N,"",424889,Kirchneriella,"",KIR,Y,N,Kirchneriella,"","","",3000568,Genus,Kirchneriella,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"","","","","",13.2
Kirchneriella aperta Teiling,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella aperta,"",KIRapert,N,N,Kirchneriella aperta,Teiling,"","",3000569,Species,Kirchneriella aperta Teiling,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella aperta,"","","",13.2
Kirchneriella aperta,Dillard 1989b Pl 21 Fig 1,Current,Algae,Green Algae,N,N,"",424009,Kirchneriella aperta,"",KIRapert,N,N,Kirchneriella aperta,Teiling,"","",3000570,Species,Kirchneriella aperta Teiling,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella aperta,"","","",13.2
Kirchneriella contorta (Schmidle) Bohlin,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella contorta,"",KIRcont,N,N,Kirchneriella contorta,(Schmidle) Bohlin,"","",3000571,Species,Kirchneriella contorta (Schmidle) Bohlin,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella contorta,"","","",13.2
Kirchneriella contorta,Prescott 1962 Pl 57 Figs 7-8,Current,Algae,Green Algae,N,N,"",424004,Kirchneriella contorta,"",KIRcont,N,N,Kirchneriella contorta,(Schmidle) Bohlin,"","",3000572,Species,Kirchneriella contorta (Schmidle) Bohlin,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella contorta,"","","",13.2
Kirchneriella contorta var.elongata,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella contorta var. elongata,"",KIRcontelo,N,N,Kirchneriella contorta var. elongata,(G.M. Smith) Komárek,"","",3000573,Variety,Kirchneriella contorta var. elongata (G.M. Smith) Komárek,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella contorta,"",Kirchneriella contorta var. elongata,"",13.2
Kirchneriella contorta var.elongata,Prescott 1962,Current,Algae,Green Algae,N,N,"",424013,Kirchneriella contorta var. elongata,"",KIRcontelo,N,N,Kirchneriella contorta var. elongata,(G.M. Smith) Komárek,"","",3000574,Variety,Kirchneriella contorta var. elongata (G.M. Smith) Komárek,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella contorta,"",Kirchneriella contorta var. elongata,"",13.2
Kirchneriella elongata Smith,"",Deprecated,Algae,Green Algae,N,N,"","",Kirchneriella contorta var. elongata,"",KIRcontelo,N,N,Kirchneriella contorta var. elongata,(G.M. Smith) Komárek,"","",3000575,Variety,Kirchneriella contorta var. elongata (G.M. Smith) Komárek,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella contorta,"",Kirchneriella contorta var. elongata,"",13.2
Kirchneriella elongata,Prescott 1962,Deprecated,Algae,Green Algae,N,N,"",424005,Kirchneriella contorta var. elongata,"",KIRcontelo,N,N,Kirchneriella contorta var. elongata,(G.M. Smith) Komárek,"","",3000576,Variety,Kirchneriella contorta var. elongata (G.M. Smith) Komárek,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella contorta,"",Kirchneriella contorta var. elongata,"",13.2
Kirchneriella dianae Comas,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella dianae,"",KIRdiane,N,N,Kirchneriella dianae,Comas,"","",3000577,Species,Kirchneriella dianae Comas,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella dianae,"","","",13.2
Kirchneriella dianae,Dillard 1989b Pl 21 Fig 3,Current,Algae,Green Algae,N,N,"",424006,Kirchneriella dianae,"",KIRdiane,N,N,Kirchneriella dianae,Comas,"","",3000578,Species,Kirchneriella dianae Comas,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella dianae,"","","",13.2
Kirchneriella irregularis (Smith) Korshikov,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella irregularis,"",KIRirreg,N,N,Kirchneriella irregularis,(Smith) Korshikov,"","",3000579,Species,Kirchneriella irregularis (Smith) Korshikov,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella irregularis,"","","",13.2
Kirchneriella irregularis,Dillard 1989b Pl 20 Fig 8,Current,Algae,Green Algae,N,N,"",424007,Kirchneriella irregularis,"",KIRirreg,N,N,Kirchneriella irregularis,(Smith) Korshikov,"","",3000580,Species,Kirchneriella irregularis (Smith) Korshikov,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella irregularis,"","","",13.2
Kirchneriella lunaris,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella lunaris,"",KIRlunar,N,N,Kirchneriella lunaris,(Kirchner) K. Möbius,"","",3000581,Species,Kirchneriella lunaris (Kirchner) K. Möbius,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella lunaris,"","","",13.2
Kirchneriella lunaris (Kirchner) K. Möbius,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella lunaris,"",KIRlunar,N,N,Kirchneriella lunaris,(Kirchner) K. Möbius,"","",3000582,Species,Kirchneriella lunaris (Kirchner) K. Möbius,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella lunaris,"","","",13.2
Kirchneriella lunaris,Prescott 1962 Pl 58 Fig 2,Current,Algae,Green Algae,N,N,"",424001,Kirchneriella lunaris,"",KIRlunar,N,N,Kirchneriella lunaris,(Kirchner) K. Möbius,"","",3000583,Species,Kirchneriella lunaris (Kirchner) K. Möbius,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella lunaris,"","","",13.2
Kirchneriella lunaris var. irregularis Smith,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella lunaris var. irregularis,"",KIRlnirr,N,N,Kirchneriella lunaris var. irregularis,Smith,"","",3000584,Variety,Kirchneriella lunaris var. irregularis Smith,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella lunaris,"",Kirchneriella lunaris var. irregularis,"",13.2
Kirchneriella lunaris var. irregularis,Prescott 1962,Current,Algae,Green Algae,N,N,"",424008,Kirchneriella lunaris var. irregularis,"",KIRlnirr,N,N,Kirchneriella lunaris var. irregularis,Smith,"","",3000585,Variety,Kirchneriella lunaris var. irregularis Smith,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella lunaris,"",Kirchneriella lunaris var. irregularis,"",13.2
Kirchneriella obesa (G.S. West) Schmidle,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella obesa,"",KIRobesa,N,N,Kirchneriella obesa,(G.S. West) Schmidle,"","",3000586,Species,Kirchneriella obesa (G.S. West) Schmidle,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella obesa,"","","",13.2
Kirchneriella obesa,Prescott 1962 Pl 58 Fig 5,Current,Algae,Green Algae,N,N,"",424002,Kirchneriella obesa,"",KIRobesa,N,N,Kirchneriella obesa,(G.S. West) Schmidle,"","",3000587,Species,Kirchneriella obesa (G.S. West) Schmidle,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella obesa,"","","",13.2
Kirchneriella obesa var. major,"",Retired,Algae,Green Algae,N,N,"",424011,Kirchneriella subcapitata,"",KIRsubcp,N,N,Kirchneriella subcapitata,Korshikov,"","",3000588,Species,Kirchneriella subcapitata Korshikov,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella subcapitata,"","","",13.2
Kirchneriella subcapitata Korshikov,"",Current,Algae,Green Algae,N,N,"","",Kirchneriella subcapitata,"",KIRsubcp,N,N,Kirchneriella subcapitata,Korshikov,"","",3000589,Species,Kirchneriella subcapitata Korshikov,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella subcapitata,"","","",13.2
Kirchneriella subcapitata,Dillard 1989b Pl 20 Fig 10,Current,Algae,Green Algae,N,N,"",424010,Kirchneriella subcapitata,"",KIRsubcp,N,N,Kirchneriella subcapitata,Korshikov,"","",3000590,Species,Kirchneriella subcapitata Korshikov,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Kirchneriella,"",Kirchneriella subcapitata,"","","",13.2
Lagerheimia sp.,"",Current,Algae,Green Algae,Y,N,"",426004,Lagerheimia,"",LAG,Y,N,Lagerheimia,"","","",3000591,Genus,Lagerheimia,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"","","","","",13.2
Lagerheimia sp. 0A UL NAWQA KM,"",Retired,Algae,Green Algae,Y,N,"",426007,Lagerheimia,"",LAG,Y,N,Lagerheimia,"","","",3000592,Genus,Lagerheimia,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"","","","","",13.2
Lagerheimia sp. 0B UL NAWQA KM,"",Retired,Algae,Green Algae,Y,N,"",426008,Lagerheimia,"",LAG,Y,N,Lagerheimia,"","","",3000593,Genus,Lagerheimia,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"","","","","",13.2
Lagerheimia sp. A UL 1996 NAWQA,"",Retired,Algae,Green Algae,Y,N,"",426011,Lagerheimia,"",LAG,Y,N,Lagerheimia,"","","",3000594,Genus,Lagerheimia,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"","","","","",13.2
Lagerheimia balatonica (Scherffe) Hindák,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia balatonica,"",LAGbalat,N,N,Lagerheimia balatonica,(Scherffe) Hindák,"","",3000595,Species,Lagerheimia balatonica (Scherffe) Hindák,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia balatonica,"","","",13.2
Lagerheimia balatonica,KomFott Taf 140: 3,Current,Algae,Green Algae,N,N,"",426012,Lagerheimia balatonica,"",LAGbalat,N,N,Lagerheimia balatonica,(Scherffe) Hindák,"","",3000596,Species,Lagerheimia balatonica (Scherffe) Hindák,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia balatonica,"","","",13.2
Lagerheimia chodatii Bernard,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia chodatii,"",LAGchodt,N,N,Lagerheimia chodatii,Bernard,"","",3000597,Species,Lagerheimia chodatii Bernard,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia chodatii,"","","",13.2
Lagerheimia chodatii,Dillard 1989b Pl 18 Fig 3,Current,Algae,Green Algae,N,N,"",426005,Lagerheimia chodatii,"",LAGchodt,N,N,Lagerheimia chodatii,Bernard,"","",3000598,Species,Lagerheimia chodatii Bernard,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia chodatii,"","","",13.2
Lagerheimia ciliata Chodat,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia ciliata,"",LAGcilit,N,N,Lagerheimia ciliata,Chodat,"","",3000599,Species,Lagerheimia ciliata Chodat,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia ciliata,"","","",13.2
Lagerheimia ciliata,Dillard 1989b Pl 18 Fig 7,Current,Algae,Green Algae,N,N,"",426002,Lagerheimia ciliata,"",LAGcilit,N,N,Lagerheimia ciliata,Chodat,"","",3000600,Species,Lagerheimia ciliata Chodat,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia ciliata,"","","",13.2
Lagerheimia genevensis Chodat,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia genevensis,"",LAGgenve,N,N,Lagerheimia genevensis,Chodat,"","",3000601,Species,Lagerheimia genevensis Chodat,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia genevensis,"","","",13.2
Lagerheimia genevensis,Dillard 1989b Pl 18 Fig 5,Current,Algae,Green Algae,N,N,"",426006,Lagerheimia genevensis,"",LAGgenve,N,N,Lagerheimia genevensis,Chodat,"","",3000602,Species,Lagerheimia genevensis Chodat,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia genevensis,"","","",13.2
Lagerheimia longiseta Lemmermann,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia longiseta,"",LAGlongt,N,N,Lagerheimia longiseta,Lemmermann,"","",3000603,Species,Lagerheimia longiseta Lemmermann,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia longiseta,"","","",13.2
Lagerheimia longiseta,Dillard 1989b Pl 18 Fig 8,Current,Algae,Green Algae,N,N,"",426000,Lagerheimia longiseta,"",LAGlongt,N,N,Lagerheimia longiseta,Lemmermann,"","",3000604,Species,Lagerheimia longiseta Lemmermann,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia longiseta,"","","",13.2
Lagerheimia quadriseta (Lemmermann) Smith,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia quadriseta,"",LAGquadr,N,N,Lagerheimia quadriseta,(Lemmermann) Smith,"","",3000605,Species,Lagerheimia quadriseta (Lemmermann) Smith,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia quadriseta,"","","",13.2
Lagerheimia quadriseta,Prescott 1962 Pl 46 Fig 11,Current,Algae,Green Algae,N,N,"",426001,Lagerheimia quadriseta,"",LAGquadr,N,N,Lagerheimia quadriseta,(Lemmermann) Smith,"","",3000606,Species,Lagerheimia quadriseta (Lemmermann) Smith,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia quadriseta,"","","",13.2
Lagerheimia subsalsa Lemmermann,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia subsalsa,"",LAGsubsl,N,N,Lagerheimia subsalsa,Lemmermann,"","",3000607,Species,Lagerheimia subsalsa Lemmermann,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia subsalsa,"","","",13.2
Lagerheimia subsalsa,Dillard 1989b Pl 18 Fig 6,Current,Algae,Green Algae,N,N,"",426010,Lagerheimia subsalsa,"",LAGsubsl,N,N,Lagerheimia subsalsa,Lemmermann,"","",3000608,Species,Lagerheimia subsalsa Lemmermann,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia subsalsa,"","","",13.2
Lagerheimia wratislawiensis Schröder,"",Current,Algae,Green Algae,N,N,"","",Lagerheimia wratislawiensis,"",LAGwratl,N,N,Lagerheimia wratislawiensis,Schröder,"","",3000609,Species,Lagerheimia wratislawiensis Schröder,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia wratislawiensis,"","","",13.2
Lagerheimia wratislawiensis,"",Retired,Algae,Green Algae,N,N,"","",Lagerheimia wratislawiensis,"",LAGwratl,N,N,Lagerheimia wratislawiensis,Schröder,"","",3000610,Species,Lagerheimia wratislawiensis Schröder,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia wratislawiensis,"","","",13.2
Lagerheimia wratislawiensis,Dillard 1989b Pl 18 Fig 4,Current,Algae,Green Algae,N,N,"",426003,Lagerheimia wratislawiensis,"",LAGwratl,N,N,Lagerheimia wratislawiensis,Schröder,"","",3000611,Species,Lagerheimia wratislawiensis Schröder,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Lagerheimia,"",Lagerheimia wratislawiensis,"","","",13.2
Monoraphidium cf. arcuatum ANDRESEN,"",Retired,Algae,Green Algae,Y,N,"",446004,Monoraphidium,"",MON,Y,N,Monoraphidium,"","","",3000612,Genus,Monoraphidium,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"","","","","",13.2
Monoraphidium sp.,"",Current,Algae,Green Algae,Y,N,"",446003,Monoraphidium,"",MON,Y,N,Monoraphidium,"","","",3000613,Genus,Monoraphidium,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"","","","","",13.2
Monoraphidium arcuatum (Korshikov) Hindák,"",Current,Algae,Green Algae,N,N,"","",Monoraphidium arcuatum,"",MONarcut,N,N,Monoraphidium arcuatum,(Korshikov) Hindák,"","",3000614,Species,Monoraphidium arcuatum (Korshikov) Hindák,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium arcuatum,"","","",13.2
Monoraphidium arcuatum,KomFott Taf 178: 2,Current,Algae,Green Algae,N,N,"",446016,Monoraphidium arcuatum,"",MONarcut,N,N,Monoraphidium arcuatum,(Korshikov) Hindák,"","",3000615,Species,Monoraphidium arcuatum (Korshikov) Hindák,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium arcuatum,"","","",13.2
Monoraphidium caribeum Hindák,"",Current,Algae,Green Algae,N,N,"","",Monoraphidium caribeum,"",MONcarib,N,N,Monoraphidium caribeum,Hindák,"","",3000616,Species,Monoraphidium caribeum Hindák,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium caribeum,"","","",13.2
Monoraphidium caribeum,KomFott Taf 178: 3,Current,Algae,Green Algae,N,N,"",446017,Monoraphidium caribeum,"",MONcarib,N,N,Monoraphidium caribeum,Hindák,"","",3000617,Species,Monoraphidium caribeum Hindák,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium caribeum,"","","",13.2
Monoraphidium circinale (Nygaard) Nygaard,"",Current,Algae,Green Algae,N,N,"","",Monoraphidium circinale,"",MONcircn,N,N,Monoraphidium circinale,(Nygaard) Nygaard,"","",3000618,Species,Monoraphidium circinale (Nygaard) Nygaard,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium circinale,"","","",13.2
Monoraphidium circinale,KomFott Taf 180: 1,Current,Algae,Green Algae,N,N,"",446009,Monoraphidium circinale,"",MONcircn,N,N,Monoraphidium circinale,(Nygaard) Nygaard,"","",3000619,Species,Monoraphidium circinale (Nygaard) Nygaard,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium circinale,"","","",13.2
Monoraphidium contortum (Thuret) Komárková-Legnerová,"",Current,Algae,Green Algae,N,N,"","",Monoraphidium contortum,"",MONcontr,N,N,Monoraphidium contortum,(Thuret) Komárková-Legnerová,"","",3000620,Species,Monoraphidium contortum (Thuret) Komárková-Legnerová,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium contortum,"","","",13.2
Monoraphidium contortum,KomFott Taf 178: 4,Current,Algae,Green Algae,N,N,"",446000,Monoraphidium contortum,"",MONcontr,N,N,Monoraphidium contortum,(Thuret) Komárková-Legnerová,"","",3000621,Species,Monoraphidium contortum (Thuret) Komárková-Legnerová,Chlorophyta,"","",Chlorophyceae,"","","",Chlorococcales,"","","",Oocystaceae,"","",Monoraphidium,"",Monoraphidium contortum,"","","",13.2
