taxon_original;harmonized_taxon_names;revised_harmonized_taxon_name
Aulacoseira ambigua;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua (Grunow) Simonsen;Aulacoseira ambigua;Aulacoseira ambigua
Aulacoseira ambigua f spiralis;Aulacoseira ambigua f spiralis;Aulacoseira ambigua f spiralis
Aulacoseira ambigua (Grun.) Simon. var. ambigua;Aulacoseira ambigua var ambigua;Aulacoseira ambigua var. ambigua
Aulacoseira ambigua var robusta;Aulacoseira ambigua var robusta;Aulacoseira ambigua var. robusta
Aulacoseira cf agasizii;Aulacoseira cf agassizii;Aulacoseira cf. agassizii
Aulacoseira cf ambigua;Aulacoseira cf ambigua;Aulacoseira cf. ambigua
Aulacoseira cf. distans;Aulacoseira cf distans;Aulacoseira cf. distans
Aulacoseira cf distans;Aulacoseira cf distans;Aulacoseira cf. distans
Aulacoseira cf distans var septentrionalis;Aulacoseira cf distans var septentrionalis;Aulacoseira cf. distans var. septentrionalis
Aulacoseira cf distans var septentrionalis;Aulacoseira cf distans var septentrionalis;Aulacoseira cf. distans var. septentrionalis
Aulacoseira cf distans var septentrionalis;Aulacoseira cf distans var septentrionalis;Aulacoseira cf. distans var. septentrionalis
Aulacoseira cf granulata;Aulacoseira cf granulata;Aulacoseira cf. granulata
Aulacoseira cf pusilla;Aulacoseira cf pusilla;Aulacoseira cf. pusilla
Aulacoseira cf valida;Aulacoseira cf valida;Aulacoseira cf. valida
Aulacoseira cf veraluciae;Aulacoseira cf veraluciae;Aulacoseira cf. veraluciae
Aulacoseira cf veraluciae;Aulacoseira cf veraluciae;Aulacoseira cf. veraluciae
Aulacoseira crassipunctata;Aulacoseira crassipunctata;Aulacoseira crassipunctata
Aulacoseira crassipunctata;Aulacoseira crassipunctata;Aulacoseira crassipunctata
Aulacoseira crenulata;Aulacoseira crenulata var crenulata;Aulacoseira crenulata var. crenulata
Aulacoseira crenulata;Aulacoseira crenulata var crenulata;Aulacoseira crenulata var. crenulata
Aulacoseira crenulata;Aulacoseira crenulata var crenulata;Aulacoseira crenulata var. crenulata
Aulacoseira crenulata (Ehr.) Thw. var. crenulata;Aulacoseira crenulata var crenulata;Aulacoseira crenulata var. crenulata
Aulacoseira crenulata var crenulata f. binderiana V. H.;Aulacoseira crenulata var crenulata f binderiana;Aulacoseira crenulata var. crenulata f binderiana
Aulacoseira distans;Aulacoseira distans;Aulacoseira distans
Aulacoseira distans;Aulacoseira distans;Aulacoseira distans
Aulacoseira distans;Aulacoseira distans;Aulacoseira distans
Aulacoseira distans;Aulacoseira distans;Aulacoseira distans
Melosira distans ;Aulacoseira distans;Aulacoseira distans
Aulacoseira distans;Aulacoseira distans;Aulacoseira distans
Aulacoseira distans;Aulacoseira distans;Aulacoseira distans
Melosira distants;Aulacoseira distans;Aulacoseira distans
Aulacoseira distans (Ehr.) Simon. var. distans;Aulacoseira distans var distans;Aulacoseira distans var. distans
Aulacoseira distans var humilis;Aulacoseira distans var humilis;Aulacoseira distans var. humilis
Aulacoseira distans cf. laevissima;Aulacoseira distans var laevissima;Aulacoseira distans var. laevissima
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata (Ehr.) Simon.;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata (Ehrenberg) Simonsen;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata;Aulacoseira granulata;Aulacoseira granulata
Melosira granulata;Aulacoseira granulata;Aulacoseira granulata
Aulacoseira granulata angustissima;Aulacoseira granulata var angustissima;Aulacoseira granulata var angustissima
Aulacoseira granulata var angustissima;Aulacoseira granulata var angustissima;Aulacoseira granulata var. angustissima
Aulacoseira ganulata v. angustissima;Aulacoseira granulata var angustissima;Aulacoseira granulata var. angustissima
Aulacoseira granulata var angustissima;Aulacoseira granulata var angustissima;Aulacoseira granulata var. angustissima
Aulacoseira granulata var angustissima;Aulacoseira granulata var angustissima;Aulacoseira granulata var. angustissima
Aulacoseira granulata var. angustissima (O. M.) Simonsen;Aulacoseira granulata var angustissima;Aulacoseira granulata var. angustissima
Aulacoseira granulata var angustissima;Aulacoseira granulata var angustissima;Aulacoseira granulata var. angustissima
Aulacoseira granulata var angustissima;Aulacoseira granulata var angustissima;Aulacoseira granulata var. angustissima
Aulacoseira granulata var australiensis;Aulacoseira granulata var australiensis;Aulacoseira granulata var. australiensis
Aulacoseira granulata var australiensis;Aulacoseira granulata var australiensis;Aulacoseira granulata var. australiensis
Aulacoseira granulata var valida f curvata;Aulacoseira granulata var valida f curvata;Aulacoseira granulata var. valida f curvata
Aulacoseira herzogii;Aulacoseira herzogii;Aulacoseira herzogii
Aulacoseira herzogii sl;Aulacoseira herzogii;Aulacoseira herzogii
Aulacoseira herzogii ss;Aulacoseira herzogii;Aulacoseira herzogii
Aulacoseira herzogii;Aulacoseira herzogii;Aulacoseira herzogii
Aulacoseira herzogii;Aulacoseira herzogii;Aulacoseira herzogii
Aulacoseira herzogii (Lemmerman) Simonsen;Aulacoseira herzogii;Aulacoseira herzogii
Aulacoseira herzogii;Aulacoseira herzogii;Aulacoseira herzogii
Aulacoseira ikapoensis var. procera (O. M.) Simon.;Aulacoseira ikapoensis var procera;Aulacoseira ikapoensis var. procera
Aulacoseira islandica ssp. helvetica (O. M.) Simon.;Aulacoseira islandica spp. helevtica;Aulacoseira islandica spp. helevtica
Aulacoseira italica;Aulacoseira italica;Aulacoseira italica
Aulacoseira italica;Aulacoseira italica;Aulacoseira italica
Aulacoseira italica (Ehr.) Simonsen;Aulacoseira italica;Aulacoseira italica
Aulacoseira italica;Aulacoseira italica;Aulacoseira italica
Melosira italica;Aulacoseira italica;Aulacoseira italica
Aulacoseira italica var. tenuissima (Grun.) Simon.;Aulacoseira italica var tenuissima;Aulacoseira italica var. tenuissima
Aulacoseira juergensii Ag. var. juergensii;Aulacoseira juergensii var juergensii;Aulacoseira juergensii var. juergensii
Aulacoseira lirata;Aulacoseira lirata;Aulacoseira lirata
Aulacoseira lirata;Aulacoseira lirata;Aulacoseira lirata
Aulacoseira lirata;Aulacoseira lirata;Aulacoseira lirata
Aulacoseira perglabra (Oestrup) Haworth;Aulacoseira perglabra;Aulacoseira perglabra
Aulacoseira pusilla;Aulacoseira pusilla;Aulacoseira pusilla
Aulacoseira sp.1  ESTRELLASCOCHA;Aulacoseira sp.1 DESCANSO;Aulacoseira sp.1 DESCANSO
Aulacoseira sp.1  ESTRELLASCOCHA;Aulacoseira sp.1 ESTRELLASCOCHA;Aulacoseira sp.1 ESTRELLASCOCHA
Aulacoseira sp;Aulacoseira sp.1 ESTRELLASCOCHA;Aulacoseira sp.1 ESTRELLASCOCHA
Aulacoseira sp.1 UYUNI;Aulacoseira sp.1 UYUNI;Aulacoseira sp.1 UYUNI
Aulacoseira sp.1 YANACOCHA;Aulacoseira sp.1 YANACOCHA;Aulacoseira sp.1 YANACOCHA
Aulacoseira sp.;Aulacoseira spp.;Aulacoseira spp.
Aulacoseria spp;Aulacoseira spp.;Aulacoseira spp.
Aulacoseira spp;Aulacoseira spp.;Aulacoseira spp.
Aulacoseira spp;Aulacoseira spp.;Aulacoseira spp.
Aulacoseira sp. 1;Aulacoseira spp.;Aulacoseira spp.
Aulacoseira sp.;Aulacoseira spp.;Aulacoseira spp.
Aulacoseira sp.;Aulacoseira spp.;Aulacoseira spp.
Aulacoseira spp.;Aulacoseira spp.;Aulacoseira spp.
Aulacoseira subarctica;Aulacoseira subarctica;Aulacoseira subarctica
Aulacoseira transitus (C.& D>) var transitus;Aulacoseira transitus;Aulacoseira transitus
Aulacoseira valida;Aulacoseira valida;Aulacoseira valida
Aulacoseira valida;Aulacoseira valida;Aulacoseira valida
Aulocodiscus Kittonii;Aulocodiscus Kittonii;Aulocodiscus Kittonii
Auxospores;Auxospores;Auxospores
Bacilaria sp.1 ;Bacillariaÿpaxillifera;Bacillaria paxillifera
Bacillaria paxilifer;Bacillaria sp.1 GALAPAGOS;Bacillaria sp.1 GALAPAGOS
Bacteriastrum hyaliunum;Bacteriastrumÿhyalinum;Bacteriastrumÿhyalinum
Anaulus birostratum;Biddulphia birostrata;Biddulphia birostrata
Biddulphia sp.1 ;Biddulphia sp.1;Biddulphia sp.1
Biremis circumtexta;Biremis circumtexta;Biremis circumtexta
Brachysira serians var. apiculata Boyer;Brachysira apiculata;Brachysira apiculata
Brachysira aponina;Brachysira aponina;Brachysira aponina
Brachysira atacamae;Brachysira atacamae;Brachysira atacamae
Brachysiria brebissoni;Brachysira brebissoni;Brachysira brebissoni
Brachysiria brebissoni;Brachysira brebissoni;Brachysira brebissoni
Brachysira brebissoni;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebisonii;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissonii;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissonii;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissonii;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissonii Ross in Hartley;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissoni;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissonii;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissonii;Brachysira brebissonii;Brachysira brebissonii
Brachysira brebissonii Ross;Brachysira brebissonii;Brachysira brebissonii
Brachysira cf neglectissima;Brachysira cf neglectissima;Brachysira cf. neglectissima
Brachysira lehmanniae Lange-Bertalot et Moser;Brachysira lehmanniae;Brachysira lehmanniae
Brachysira microcephala;Brachysira microcephala;Brachysira microcephala
Brachysira microcephala;Brachysira microcephala;Brachysira microcephala
Brachysira microcephala;Brachysira microcephala;Brachysira microcephala
Brachysira microcephala;Brachysira microcephala;Brachysira microcephala
Brachysira microcephala;Brachysira microcephala;Brachysira microcephala
Brachysira minor (Krasske) Lange-Bertalot;Brachysira minor;Brachysira minor
Brachysira neoexilis;Brachysira neoexilis;Brachysira neoexilis
Brachysira neoexilis;Brachysira neoexilis;Brachysira neoexilis
Brachysira neoexilis;Brachysira neoexilis;Brachysira neoexilis
Brachysira neoexilis Lange-Bertalot;Brachysira neoexilis;Brachysira neoexilis
Brachysira neoexilis Lange-Bertalot;Brachysira neoexilis;Brachysira neoexilis
Brachysira serians;Brachysira serians;Brachysira serians
Anomoeoneis serians;Brachysira serians;Brachysira serians
Anomoeoneis serians;Brachysira serians;Brachysira serians
Brachysira serians (Br‚bisson) Round et Mann;Brachysira serians;Brachysira serians
Anomoeoeneis serians var acuta;Brachysira serians var acuta;Brachysira serians var. acuta
Brachysira serians var. acuta (Hust.) Hamilton;Brachysira serians var acuta;Brachysira serians var. acuta
Brachysira sp.1 CHAIRIRI;Brachysira sp.1 CHAIRIRI;Brachysira sp.1 CHAIRIRI
Brachysira sp.1 TOREADORA;Brachysira sp.1 TOREADORA;Brachysira sp.1 TOREADORA
Brachysira spp;Brachysira spp.;Brachysira spp.
Brachysira spp.;Brachysira spp.;Brachysira spp.
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Anomoeoneis vitrea;Brachysira vitrea;Brachysira vitrea
Anomoeoneis vitrea;Brachysira vitrea;Brachysira vitrea
Anomoeoeneis vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira vitrea;Brachysira vitrea;Brachysira vitrea
Brachysira zellensis;Brachysira zellensis;Brachysira zellensis
Caloneis  aequatorialis Hust. var. aequatorialis;Caloneis aequatorialis;Caloneis aequatorialis
Caloneis  alpestris (Grun.) Cl. var. 1 (72æm, 12æm, 16-18 striae/10æm);Caloneis alpestris;Caloneis alpestris
Caloneis  crucicula (Grun. ex Cl.) Ross var. crucicula;Caloneis alpestris;Caloneis alpestris
Caloneis  sp. 2 (60æm, 16æm, 16-20 striae/10æm);Caloneis alpestris var 1;Caloneis alpestris var. 1
Caloneis  sp. 3 (89æm, 13æm, 8 striae/10æm);Caloneis aquacerulaeae;Caloneis aquacerulaeae
Caloneis alpestris;Caloneis bacillum;Caloneis bacillum
Caloneis alpestris;Caloneis bacillum;Caloneis bacillum
Caloneis aquacerulaeae;Caloneis bacillum;Caloneis bacillum
Caloneis bacillum;Caloneis bacillum;Caloneis bacillum
Caloneis bacilum;Caloneis bacillum;Caloneis bacillum
Caloneis bacillum;Caloneis bacillum;Caloneis bacillum
Caloneis bacillum;Caloneis bacillum;Caloneis bacillum
Caloneis bacillum;Caloneis bacillum;Caloneis bacillum
Caloneis  bacillum (Grun.) Cl. var. bacillum;Caloneis bacillum;Caloneis bacillum
Caloneis bacillum var.1;Caloneis bacillum var 1;Caloneis bacillum var. 1
Caloneis bacillum;Caloneis beckmanii;Caloneis beckmanii
Caloneis bacillum;Caloneis cf bacillum;Caloneis cf. bacillum
Caloneis  bacillum var. 1 (61æm, 9æm, 18-20 striae/10æm);Caloneis cf bacillum;Caloneis cf. bacillum
Caloneis beckmanii;Caloneis cf molaris;Caloneis cf. molaris
Caloneis cf bacillum;Caloneis cf molaris;Caloneis cf. molaris
Caloneis cf bacillum;Caloneis cf undulitaformis;Caloneis cf. undulitaformis
Caloneis cf molaris;Caloneis crucicula var crucicula;Caloneis crucicula var. crucicula
Caloneis cf molaris;Caloneis formosa var cuyabenensis;Caloneis formosa var. cuyabenensis
Caloneis cf undulitaformis;Caloneis formosa var formosa;Caloneis formosa var. formosa
Caloneis  formosa var. cuyabenensis DeO.;Caloneis hendeyi;Caloneis hendeyi
Caloneis  formosa (Greg.) Cl. var. formosa;Caloneis incognita;Caloneis incognita
Caloneis hendeyi Lange-Bertalot;Caloneis lewisii;Caloneis lewisii
Caloneis incognita Hust. incognita;Caloneis molaris;Caloneis molaris
Caloneis lewisii;Caloneis molaris;Caloneis molaris
Caloneis molaris;Caloneis molaris;Caloneis molaris
Caloneis molaris;Caloneis oregonica var oregonica;Caloneis oregonica var. oregonica
Caloneis molaris (Grunow) Krammer;Caloneis oregonica var quadrilineata;Caloneis oregonica var. quadrilineata
Caloneis  oregonica (Ehr.) Patr. var. oregonica;Caloneis silicula;Caloneis silicula
Caloneis  oregonica var. quadrilineata (Grun. ex Cl.) Patr.;Caloneis silicula var minuta;Caloneis silicula var. minuta
Caloneis silicula;Caloneis silicula var minuta;Caloneis silicula var. minuta
Caloneis silicula minuta;Caloneis sp. 1 SORATA;Caloneis sp. 1 SORATA
Caloneis silicula minuta;Caloneis sp. 2;Caloneis sp. 2
Caloneis sp. 1 SORATA;Caloneis sp. 2 SORATA;Caloneis sp. 2 SORATA
Caloneis sp. 2 SORATA;Caloneis sp. 3;Caloneis sp. 3
Caloneis sp. 1 (30æm, 5.8æm, 20 striae/10æm);Caloneis sp.1;Caloneis sp.1
Caloneis sp.1 CHIRIACU;Caloneis sp.1 CHIRIACU;Caloneis sp.1 CHIRIACU
Caloneis sp.1 COITARAMA;Caloneis sp.1 COITARAMA;Caloneis sp.1 COITARAMA
Caloneis sp;Caloneis sp.1 DESCANSO;Caloneis sp.1 DESCANSO
Caloneis sp.1 HUARMICOCHA;Caloneis sp.1 HUARMICOCHA;Caloneis sp.1 HUARMICOCHA
Caloneis sp.1 HUARMICOCHA;Caloneis sp.1 HUARMICOCHA;Caloneis sp.1 HUARMICOCHA
Caloneis sp.1 MARMOLCOCHA;Caloneis sp.1 MARMOLCOCHA;Caloneis sp.1 MARMOLCOCHA
Caloneis sp.1 PUENTE IBARE;Caloneis sp.1 PUENTE IBARE;Caloneis sp.1 PUENTE IBARE
Caloneis (humedalsanroque);Caloneis sp.1 SANROQUE;Caloneis sp.1 SANROQUE
Caloneis sp1 SANROQUE;Caloneis sp.1 SANROQUE;Caloneis sp.1 SANROQUE
Caloneis sp. 1 SEHUENCAS;Caloneis sp.1 SEHUENCAS;Caloneis sp.1 SEHUENCAS
Caloneis sp.1 YAHUARCOCHA;Caloneis sp.1 YAHUARCOCHA;Caloneis sp.1 YAHUARCOCHA
Caloneis sp.2 MARMOLCOCHA;Caloneis sp.2 MARMOLCOCHA;Caloneis sp.2 MARMOLCOCHA
Caloneis sp;Caloneis spp.;Caloneis spp.
Caloneis spp;Caloneis spp.;Caloneis spp.
Caloneis spp;Caloneis spp.;Caloneis spp.
Caloneis spp;Caloneis spp.;Caloneis spp.
Caloneis spp;Caloneis spp.;Caloneis spp.
Caloneis spp;Caloneis spp.;Caloneis spp.
Caloneis spp.;Caloneis spp.;Caloneis spp.
Caloneis toussiengii ;Caloneis toussiengii;Caloneis toussiengii
Caloneis  toussiengii Ostr. var. toussiengii;Caloneis toussiengii var toussiengii;Caloneis toussiengii var. toussiengii
Caloneis undulatiformis;Caloneis undulatiformis;Caloneis undulatiformis
Caloneis undulatiformis;Caloneis undulatiformis;Caloneis undulatiformis
Caloneis  ventricosa var. 1 (71æm, 10æm, 12-14 striae/10æm);Caloneis ventricosa var 1;Caloneis ventricosa var. 1
Caloneis  ventricosa var. subundulata (Grun.) Patr.;Caloneis ventricosa var subundulata;Caloneis ventricosa var. subundulata
Caloneis westii;Caloneis westii;Caloneis westii
Caloneis westii;Caloneis westii;Caloneis westii
Campylodicus sp.;Campylodicus sp.;Campylodicus sp.
Campylodiscus bicostatus;Campylodiscus bicostatus;Campylodiscus bicostatus
Campylodiscus clypeus;Campylodiscus clypeus;Campylodiscus clypeus
Campylodiscus clypeus;Campylodiscus clypeus;Campylodiscus clypeus
Campylodiscus clypeus;Campylodiscus clypeus;Campylodiscus clypeus
Campilodiscus olypeus ;Campylodiscus clypeus;Campylodiscus clypeus
Campylodiscus clypeus;Campylodiscus clypeus;Campylodiscus clypeus
Campylodiscus clypeus;Campylodiscus clypeus;Campylodiscus clypeus
Campylodiscus sp.1 MISCANTI;Campylodiscus sp.1 MISCANTI;Campylodiscus sp.1 MISCANTI
Cavinula cf lapidosa;Cavinula cf lapidosa;Cavinula cf. lapidosa
Cavinula cocconeiformis elliptica;Cavinula cocconeiformis;Cavinula cocconeiformis
Cavinula cocconeinformis;Cavinula cocconeiformis;Cavinula cocconeiformis
Cavinula coccoeniformis;Cavinula cocconeiformis;Cavinula cocconeiformis
Cavinula cocconeiformis;Cavinula cocconeiformis;Cavinula cocconeiformis
Cavinula cocconeiformis;Cavinula cocconeiformis;Cavinula cocconeiformis
Cavinula protractolapidosa Metzeltin, Lange-Bertalot et Garcia-;Cavinula protractolapidosa;Cavinula protractolapidosa
Cavinula pseudoscutiformis;Cavinula pseudoscutiformis;Cavinula pseudoscutiformis
Cavinula pseudoscutiformis;Cavinula pseudoscutiformis;Cavinula pseudoscutiformis
Cavinula pseudoscutiformis;Cavinula pseudoscutiformis;Cavinula pseudoscutiformis
Cavinula pseudoscutelliformis;Cavinula pseudoscutiformis;Cavinula pseudoscutiformis
Cavinula pseudoscutelliformis;Cavinula pseudoscutiformis;Cavinula pseudoscutiformis
