Code;R;H;N;O;S;T;M;Taxon;Author(s);Synonyms (numbers between [] refer to different interpretations in taxainfo.nl);References for identification
SLCL;3;2;-;-;-;-;-;Sellaphora lanceolata;D.G. Mann et S. Droop in D.G. Mann, S.M. McDonald, M.M. Bayer, S.J.M. Droop, V.A. Chepurnov, R.E. Loke, A. Ciobanu et J.M.H. du Buf 2004;;"152; 170"
SELU;3;2;-;1;2;-;5;Sellaphora lundii;C.E. Wetzel, C. Barragán et L. Ector 2017;;316
SMDX;3;1;1;1;1;-;-;Sellaphora medioconvexa;C.E. Wetzel in C.E. Wetzel, L. Ector, B. Van de Vijver, P. Compère et D.G. Mann 2015 (ICN: nom. inval.);Navicula medioconvexa [1];"118; 244; 317"
SMUF;3;2;1;1;2;5;-;Sellaphora multiconfusa;(H. Lange-Bertalot in H. Lange-Bertalot et G. Moser) C.E. Wetzel, L. Ector, B. Van de Vijver, P. Compère et D.G. Mann 2015;"Navicula ventraloconfusa f. simplex; Naviculadicta multiconfusa; Navicula ventralis sensu Kr&LB Fig 71: 2; Navicula ventraloconfusa Lange-B. 1989 Fig.79: 36,39";"118; 140; 143; 318"
SEMU;3;2;1;1;2;2;2;Sellaphora mutata;(G. Krasske) H. Lange-Bertalot in H. Lange-Bertalot, K. Külbs, T. Lauser, M. Nörpel-Schempp et M. Willmann 1996;Navicula pupula var. mutata;"138; 152"
SMTO;4;2;-;-;-;2;-;Sellaphora mutatoides;H. Lange-Bertalot et D. Metzeltin in D. Metzeltin et H. Lange-Bertalot 2002;;"152; 175"
SENA;2;2;-;-;-;-;4;Sellaphora nana;H. Lange-Bertalot, P. Cavacini, N. Tagliaventi et S. Alfinito 2003;Navicula gerloffii;149
SNIG;4;2;3;4;4;5;3;Sellaphora nigri;(G.E. De Notaris) C.E. Wetzel et L. Ector in C.E. Wetzel, L. Ector, B. Van de Vijver, P. Compère et D.G. Mann 2015;"Navicula minima; Eolimna minima [3]";"118; 152; 196; 317"
SNYA;4;2;1;2;2;4;2;Sellaphora nyassensis;(O. Müller) D.G. Mann 1989;Navicula pupula var. nyassensis;118
SEPA;4;2;2;3;2;4;3;Sellaphora parapupula;H. Lange-Bertalot in H. Lange-Bertalot et D. Metzeltin 1996;Navicula pupula var. capitata [2];138
SPDV;3;1;-;-;-;-;4;Sellaphora pseudoarvensis;(F. Hustedt) C.E. Wetzel et L. Ector in C.E. Wetzel, L. Ector, B. Van de Vijver, P. Compère et D.G. Mann 2015;Navicula pseudoarvensis;118
SPPU;2;1;-;-;-;-;-;Sellaphora pseudopupula;(G. Krasske) H. Lange-Bertalot in H. Lange-Bertalot, K. Külbs, T. Lauser, M. Nörpel-Schempp et M. Willmann 1996;Navicula pupula var. pseudopupula;"152; 153"
SPSV;4;2;1;1;1;2;3;Sellaphora pseudoventralis;(F. Hustedt) D.A. Chudaev et M. A. Gololobova 2015;Navicula pseudoventralis;"118; 152; 317"
SPUP;3;2;2;3;3;4;2;Sellaphora pupula;(F.T. Kützing) K.S. Mereschkowski 1902;Navicula pupula;"118; 152"
SRAE;3;2;1;1;2;2;-;Sellaphora raederae;(H. Lange-Bertalot in H. Lange-Bertalot et D. Metzeltin) C.E. Wetzel in C.E. Wetzel, L. Ector, B. van de Vijver, P. Compère et D.G. Mann 2015;Eolimna raederae;"122; 138"
SREC;3;2;1;1;1;4;2;Sellaphora rectangularis;(W. Gregory) H. Lange-Bertalot et D. Metzeltin 1996;Navicula pupula var. rectangularis;138
SRHE;4;2;-;-;-;5;-;Sellaphora rhombelliptica;(G. Moser, H. Lange-Bertalot et D. Metzeltin) C.E. Wetzel et L. Ector in C.E. Wetzel, L. Ector, B. van de Vijver, P. Compère et D.G. Mann 2015;;"44; 196"
SRHA;4;2;-;-;-;-;-;Sellaphora rhombicarea;D. Metzeltin et H. Lange-Bertalot in D. Metzeltin, H. Lange-Bertalot et F. García-Rodríguez 2005;;177
SRTR;4;2;-;-;-;-;3;Sellaphora rostrata;(F. Hustedt) J.R. Johansen in J.R. Johansen, R. Lowe, S.R. Gomez, J.P. Kociolek et S.A. Makosky 2004;Navicula pupula f. rostrata;"118; 244"
SRTU;4;2;-;-;-;4;-;Sellaphora rotunda;(F. Hustedt) C.E. Wetzel, L. Ector, B. van de Vijver, P. Compère et D.G. Mann 2015;"Navicula rotunda; Eolimna rotunda";"118; 152"
SESP;4;2;3;4;4;6;3;Sellaphora saprotolerans;H. Lange-Bertalot, G. Hofmann et M. Cantonati in H. Lange-Bertalot, G. Hofmann, M. Werum et M. Cantonati 2017;Sellaphora tolerans;152
SSAD;2;2;-;-;-;-;3;Sellaphora sardiniensis;H. Lange-Bertalot, P. Cavacini, N. Tagliaventi et S. Alfinito 2003;;149
SSGE;3;2;3;4;4;5;3;Sellaphora saugerresii;(J.B.H.T. Desmazières) C.E. Wetzel et D.G. Mann in C.E. Wetzel, L. Ector, B. Van de Vijver, P. Compère et D.G. Mann 2015;"Navicula seminulum [2]; Navicula minima [3]; Navicula seminulum var. radiosa";317
SSHD;3;2;1;1;1;3;3;Sellaphora schadei ;(Krasske) Wetzel, Ector, Van de Vijver, Compère & D.G.Mann 2015;Navicula schadei;"118; 152"
SSEM;3;2;2;2;2;5;3;Sellaphora seminulum;(A. Grunow) D.G. Mann 1989;"Navicula joubaudii; Navicula seminulum [1]; Sellaphora joubaudii";"118; 152; 317"
SSTM;4;2;1;1;1;4;4;Sellaphora stroemii;(F. Hustedt) H. Kobayasi in S. Mayama, M. Idei, K. Osada et T. Nagumo 2002;Navicula stroemii [1];"48; 118"
SSAV;-;2;-;-;-;-;4;Sellaphora subarvensis;(F. Hustedt) C.E. Wetzel, L. Ector, B. van de Vijver, P. Compère et D.G. Mann 2015;Navicula subarvensis;"118; 229; 244; 317"
SSUM;4;2;1;1;1;1;-;Sellaphora submuralis;(F. hustedt) C.E. Wetzel, L. Ector, B. van de Vijver, P. Compère et D.G. Mann 2015;"Navicula submuralis; Eolimna submuralis";"118; 244"
SSSE;3;2;-;-;-;-;5;Sellaphora subseminulum;(F. Hustedt in I. Brendemühl) C.E. Wetzel in C.E. Wetzel, L. Ector, B. Van de Vijver, P. Compère et D.G. Mann 2015;;50
SETR;2;1;1;1;1;1;4;Sellaphora tridentula;(Krasske) C.E.Wetzel 2015;Navicula tridentula;118
SEUT;4;2;1;1;1;4;3;Sellaphora utermoehlii;(F. Hustedt) C.E. Wetzel, L. Ector, B. van de Vijver, P. Compère et D.G. Mann 2015;"Navicula utermoehlii; Eolimna utermoehlii; Navicula subrotundata; Sellaphora subrotundata";"118; 138; 152; 277; 317"
SVEK;2;1;1;1;1;4;3;Sellaphora vekhovii;(H. Lange-Bertalot et S.I. Genkal) C.E. Wetzel et D.G. Mann in C.E. Wetzel, L. Ector, B. Van de Vijver, P. Compère et D.G. Mann 2015;"Navicula vekhovii; Eolimna vekhovii";"124; 129; 134; 141"
SVTC;3;1;-;1;-;-;-;Sellaphora ventraloconfusa;(Lange-Bertalot) Metzeltin & Lange-Bertalot 1998;"Navicula ventralis [4]; Navicula ventraloconfusa sensu Lange-B & Kr 1989 fig 37, 38; Naviculadicta ventraloconfusa ";"118; 140; 143"
SVER;4;2;1;1;1;-;2;Sellaphora verecundiae;H. Lange-Bertalot in H. Lange-Bertalot et G. Moser 1994;Navicula vitabunda [2];152
SVIT;4;2;-;-;-;2;2;Sellaphora vitabunda;(F. Hustedt) D.G. Mann 1989;Navicula vitabunda [1];"152; 166"
SWUM;4;2;-;-;-;4;2;Sellaphora wummensis;J.R. Johansen in J.R. Johansen, R. Lowe, S.R. Gomez, J.P. Kociolek et S.A. Makosky 2004;"Navicula pupula var. elliptica; Sellaphora pupula var. elliptica";"100; 168"
SHFP;-;4;-;-;-;-;1;Shionodiscus frenguelliopsis;(G.A. Fryxell et J.R. Johansen) A.J. Alverson, S.-H. Kang et E.C. Theriot 2006;Thalassiosira frenguelliopsis;97
SHGE;-;-;-;-;-;-;1;Shionodiscus gracilis var. expectus;(S.L. VanLandingham) A.J. Alverson, S.-H. Kang et E.C. Theriot 2006;"Thalassiosira delicatula [2]; Thalassiosira gracilis var. expecta";"53; 71"
SOST;5;7;-;-;-;-;1;Shionodiscus oestrupii;(C.E.H. Ostenfeld) A.J. Alverson, S.-H. Kang et E.C. Theriot 2006;"Coscinosira oestrupii; Thalassiosira oestrupii";"54; 71"
SWOH;5;6;-;-;-;-;-;Sieminskia wohlenbergii;(U.H. Brockmann) D. Metzeltin et H. Lange-Bertalot 1998;Navicula wohlenbergii;326
SZET;5;6;-;-;-;-;-;Sieminskia zeta;(P.T. Cleve) D. Metzeltin et H. Lange-Bertalot 1998;Navicula zeta;326
SIDE;3;3;2;2;3;5;4;Simonsenia delognei;(A. Grunow in H.F. van Heurck) H. Lange-Bertalot 1979;Simonsenia delognei;"118; 152; 328"
SKCO;-;6;-;-;-;-;-;Skeletonema costatum;(R.K. Greville) P.T. Cleve 1873 s.str.;;"240; 335"
SKPO;4;3;2;2;2;6;1;Skeletonema potamos;(C.I. Weber) G.R. Hasle in G.R. Hasle et D.L. Evensen 1976;;118
SKSS;4;3;-;-;-;-;1;Skeletonema subsalsum;(A. Cleve-Euler) H. Bethge 1928;;118
SFAT;4;4;1;1;-;5;4;Stauroforma atomus;(F. Hustedt) D. Talgatti, C.E. Wetzel, E.A. Morales Luizaga et L.C. Torgan in D. Talgatti, C.E. Wetzel, E.A. Morales Luizaga, L. Ector et L.C. Torgan 2014;"Fragilaria atomus; Martyana atomus";"263; 270; 324; 326"
SEXG;3;1;1;1;1;1;2;Stauroforma exiguiformis;(H. Lange-Bertalot) R.J. Flower, V.J. Jones et F.E. Round 1996;"Fragilaria exigua; Fragilaria exiguiformis; Fragilariforma virescens var. exigua";"49; 152"
SFSH;5;4;-;-;-;5;2;Stauroforma schulzii;(Brockmann) Gogorev 2014;Martyana schulzii;"253; 270; 324"
SADC;2;1;1;1;1;1;3;Stauroneis acidoclinata;H. Lange-Bertalot et M. Werum in M. Werum et H. Lange-Bertalot 2004;;"144; 152; 309"
SATP;2;1;1;1;1;1;3;Stauroneis acidoclinatopsis;B. van de Vijver et H. Lange-Bertalot in B. van de Vijver, L. Beyens et H. Lange-Bertalot 2004;;"11; 144"
STAC;4;1;1;1;1;-;3;Stauroneis acuta;W. Smith 1853;;"11; 118; 144"
STAG;3;1;1;1;1;-;4;Stauroneis agrestis;J.B. Petersen 1915;;"11; 118; 144"
SAAP;3;2;1;1;1;4;3;Stauroneis amphicephala;F.T. Kützing 1844;;"11; 144"
STAN;2;1;1;1;1;-;2;Stauroneis anceps;C.G. Ehrenberg 1843;;"11; 118; 144; 152"
SAGL;3;1;1;1;1;1;-;Stauroneis angustilancea;D. Metzeltin et H. Lange-Bertalot 1998;Stauroneis phoenicenteron;"118; 144; 174"
SBOR;3;1;1;1;1;-;4;Stauroneis borrichii;(J.B. Petersen) J.W.G. Lund 1946;;118
STCP;4;2;-;1;-;1;-;Stauroneis conspicua;D. Metzeltin et H. Lange-Bertalot 1998;Stauroneis phoenicenteron;"11; 174"
STCO;-;4;-;-;-;-;-;Stauroneis constricta;C.G. Ehrenberg 1843;;30
STDU;4;5;-;-;-;-;-;Stauroneis dubitabilis;F. Hustedt 1959;;326
SFON;3;2;2;2;3;5;4;Stauroneis fonticola;F. Hustedt 1937;;"138; 317"
SGRL;2;2;1;2;1;3;2;Stauroneis gracilior;E. Reichardt 1995;;"152; 144; 246"
SGRC;3;2;2;3;2;4;3;Stauroneis gracilis;C.G. Ehrenberg 1843;Stauroneis anceps f./var. gracilis;"11; 149; 144; 152"
STGR;-;2;-;-;-;-;4;Stauroneis gracillima;F. Hustedt 1943;;"118; 244"
SHEI;3;1;-;-;-;-;-;Stauroneis heinii;H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et S.I. Genkal 1999;Stauroneis phoenicenteron;"11; 141; 144"
STHY;3;1;-;-;-;-;3;Stauroneis hyperborea;H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et S.I. Genkal 1999;Stauroneis obtusa [2];"141; 144"
STJA;2;1;1;1;1;1;3;Stauroneis javanica;(A. Grunow) P.T. Cleve 1894;;118
STKR;3;2;2;2;2;4;3;Stauroneis kriegeri;R.M. Patrick 1945;Stauroneis pygmaea;"11; 118; 152"
STKU;-;2;-;-;-;-;-;Stauroneis kuelbsii;H. Lange-Bertalot in B. van de Vijver, L. Beyens et H. Lange-Bertalot 2004;;144
SLAP;-;-;-;-;-;-;5;Stauroneis lapidicola;J.B. Petersen 1928;;118
SLAU;3;2;-;-;-;-;-;Stauroneis lauenburgiana;F. Hustedt 1950;;"11; 118"
SLGP;3;2;1;1;2;4;2;Stauroneis leguminopsis;H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et S.I. Genkal 1999;Stauroneis legumen [3];"141; 145; 144; 152"
STNH;3;1;1;1;1;1;-;Stauroneis neohyalina;H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et D. Metzeltin 1996;Stauroneis anceps var. hyalina;"11; 138"
SOBT;3;1;1;1;1;1;4;Stauroneis obtusa;N.G.W. Lagerstedt 1873;;"118; 144"
SPTH;3;2;1;1;2;4;4;Stauroneis parathermicola;H. Lange-Bertalot in G. Hofmann, M. Werum et H. Lange-Bertalot 2011;;152
SPHO;3;2;1;1;2;4;2;Stauroneis phoenicenteron;(C.L. Nitzsch) C.G. Ehrenberg 1843;;"11; 118; 144; 152; 174"
SPRO;4;3;-;-;-;-;3;Stauroneis producta;A. Grunow in H.F. van Heurck 1880;;"118; 152"
STPR;-;3;-;-;-;-;-;Stauroneis prominula;(A. Grunow) F. Hustedt 1959;;"118; 144; 309"
SPDA;3;1;-;-;-;-;4;Stauroneis pseudagrestis;H. Lange-Bertalot et M. Werum in M. Werum et H. Lange-Bertalot 2004;;"11; 309"
SRCH;3;2;2;2;2;4;2;Stauroneis reichardtii;H. Lange-Bertalot, P. Cavacini, N. Tagliaventi et S. Alfinito 2003;Stauroneis anceps [3];"11; 144; 149; 152"
STSC;-;2;-;-;-;-;-;Stauroneis schimanskii;K. Krammer in K. Krammer et H. Lange-Bertalot 1985;;118
STSE;4;2;1;1;2;4;4;Stauroneis separanda;H. Lange-Bertalot et M. Werum in M. Werum et H. Lange-Bertalot 2004;;"152; 309"
STSI;3;1;1;1;1;2;3;Stauroneis siberica;(A. Grunow) H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et D. Metzeltin 1996;Stauroneis anceps var. siberica;"11; 138; 144"
SSVH;2;1;1;1;1;1;3;Stauroneis silvahassiaca;H. Lange-Bertalot et M. Werum in M. Werum et H. Lange-Bertalot 2004;;"11; 152; 309"
SSIM;4;4;-;-;-;-;-;Stauroneis simulans;(A.S. Donkin) R. Ross in B. Hartley 1986;;"30; 325"
SSMI;4;2;2;1;2;5;3;Stauroneis smithii;A. Grunow 1860;Stauroneis smithii var. incisa;"11; 118; 138; 152"
SSGR;3;2;2;2;2;4;2;Stauroneis subgracilis;H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et S.I. Genkal 1999;;"141; 144"
STAK;4;2;1;1;2;4;4;Stauroneis tackei;(F. Hustedt) K. Krammer et H. Lange-Bertalot 1985;Stauroneis palustris;118
STHE;3;2;2;1;2;4;4;Stauroneis thermicola;(J.B. Petersen) J.W.G. Lund, 1946;Stauroneis montana;"11; 118; 152"
SAXY;4;6;-;-;-;-;-;Staurophora amphioxys;(W. Gregory) D.G. Mann in F.E. Round, R.M. Crawford et D.G. Mann 1990;Stauroneis amphioxys;326
SANU;4;4;-;-;-;-;3;Staurophora anuschkae;A. Witkowski in A. Witkowski, H. Lange-Bertalot et D. Metzeltin 2000;;326
SPOE;4;4;-;-;-;-;-;Staurophora elata;(F. Hustedt ex R. Simonsen) D.G. Mann in F.E. Round, R.M. Crawford et D.G. Mann 1990;Stauroneis elata;"90; 244"
SPHS;5;5;-;-;-;-;1;Staurophora salina;(W.Smith) Mereschkowsky 1903;Stauroneis salina;"118; 304"
SPWI;4;4;-;-;-;-;-;Staurophora wislouchii;(V.S. Poretzky et N.V. Anisimova) D.G. Mann in F.E. Round, R.M. Crawford et D.G. Mann 1990;Stauroneis wislouchii;118
SAMB;4;2;1;1;1;-;-;Staurosira ambigua;E.A. Morales, M.B. Edlund et S.A. Spaulding 2010;;192
SAVE;2;1;-;-;-;-;-;Staurosira aventralis;H. Lange-Bertalot et U. Rumrich in U. Rumrich, H. Lange-Bertalot et M. Rumrich 2000;Fragilaria construens var. venter [2];234
SCON;4;2;1;1;2;4;1;Staurosira construens;C.G. Ehrenberg 1843;Fragilaria construens;"152; 322"
SCBI;4;2;2;1;1;4;2;Staurosira construens var. binodis;(C.G. Ehrenberg) P.B. Hamilton in P.B. Hamilton, M. Poulin, D.F. Charles et M. Angell 1992;Fragilaria construens f./var. binodis;"118; 152; 188"
SCEX;4;2;2;1;1;4;1;Staurosira construens var. exigua;(W.Smith) H. Kobayasi in S. Mayama, M. Idei, K. Osada et T. Nagumo 2002;Fragilaria construens f./var. exigua;118
SCTD;4;4;1;2;2;-;-;Staurosira construens var. triundulata;(H. Reichelt ex E.V. Østrup ) H. Kobayasi in S. Mayama et al. 2002;Fragilaria construens var. triundulata;325
SELI;4;2;-;-;-;-;1;Staurosira elliptica;sensu D.M. Williams et F.E. Round 1988 non J.H.K. Schumann 1867;Fragilaria elliptica [2];46
SIFT;4;3;1;-;-;5;3;Staurosira inflata;(Heiden) A.Rusanov, Ács, E.Morales & Ector 2018;"Fragilaria heidenii; Fragilaria inflata [1]";"118; 235"
SNOP;3;1;1;1;1;3;-;Staurosira neoproducta;(H. Lange-Bertalot) D.A.  Chudaev et M.A. Gololobova 2012;"Fragilaria neoproducta; Fragilaria producta [2]";"118; 229"
SODD;3;2;1;1;1;1;-;Staurosira oldenburgioides;(H. Lange-Bertalot in H. Lange-Bertalot et D. Metzeltin) M.S. Kulikovskiy, H. Lange-Bertalot et A. Witkowski in M.S. Kulikovskiy, H. Lange-Bertalot, A. Witkowski, N.I. Dorofeyuk et S.I. Genkal 2010;Fragilaria oldenburgioides;138
STPU;4;4;-;-;-;-;-;Staurosira punctiformis;A. Witkowski, D. Metzeltin et H. Lange-Bertalot in A. Witkowski, H. Lange-Bertalot et D. Metzeltin 2000;;326
STTB;4;2;1;1;1;1;-;Staurosira tabellaria;(W. Smith) G. Leuduger-Fortmorel in G. Leuduger-Fortmorel et P. Petit 1878;Staurosira grigorszkyi;"194; 235"
SSVE;4;2;2;1;2;4;1;Staurosira venter;(C.G. Ehrenberg) A. Grunow in J. Pantocsek 1892;"Fragilaria construens f./var. venter; Fragilaria construens var. subrotunda; Staurosira construens var. venter";"118; 152"
STLB;4;2;2;2;2;6;1;Staurosirella berolinensis;(E.J. Lemmermann) L. Bukhtiyarova 1995;"Belonastrum berolinense; Fragilaria berolinensis; Staurosira berolinensis; Synedra berolinensis; ";"19; 118; 184"
SLDB;3;1;1;1;1;3;2;Staurosirella dubia;(A. Grunow) E.A. Morales Luizaga et K.M. Manoylov in E.A. Morales Luizaga, K.M. Manoylov et L.L. Bahls 2010;"Fragilaria leptostauron var. dubia; Fragilaria rhomboides";"152; 188"
SLGG;5;5;-;-;-;5;1;Staurosirella guenter-grassii;(A. Witkowski et H. Lange-Bertalot) E.A. Morales Luizaga, C.E. Wetzel et L. Ector in E.A. Morales, C.E. Wetzel, M.H. Novais, K. Buczkó, M.M. Morais et L. Ector 2019;"Fragilaria guenter-grassii; Opephora guenter-grassii";"236; 324; 326"
SKRM;3;2;1;1;1;2;2;Staurosirella krammeri;E.A. Morales, C.E. Wetzel et L. Ector 2010;;189
STLA;4;2;-;-;-;-;2;Staurosirella lapponica;(A. Grunow in H.F. van Heurck) D.M. Williams et F.E. Round 1988;"Fragilaria lapponica; Staurosirella pinnata var. intercedens";"152; 322"
SLEP;4;2;1;1;1;3;2;Staurosirella leptostauron;(C.G. Ehrenberg) D.G. Williams et F.E. Round 1988;Fragilaria leptostauron;"152; 188"
SLMA;4;2;1;1;1;3;-;Staurosirella martyi;(J. Héribaud) E.A. Morales Luizaga et K.M. Manoylov 2006;"Fragilaria leptostauron var. martyi; Fragilaria martyi; Martyana martyi; Opephora martyi; ";"152; 188"
SNPI;4;2;2;1;2;5;3;Staurosirella neopinnata;E.A. Morales Luizaga, C.E. Wetzel, E.Y. Haworth et L. Ector 2019;"Fragilaria pinnata; Staurosirella pinnata; Staurosirella pinnata var. subrotunda";"87; 152; 185; 322"
SOLD;4;1;1;1;1;2;-;Staurosirella oldenburgiana;(F. Hustedt) E.A. Morales Luizaga 2005;Fragilaria oldenburgiana;"152; 185"
STOV;4;2;1;1;1;4;2;Staurosirella ovata;E.A. Morales in E.A. Morales et K.M. Manoylov 2006;;188
SRHD;4;2;-;-;-;5;-;Staurosirella rhomboides;(A. Grunow) E.A. Morales Luizaga et K.M. Manoylov in E.A. Morales Luizaga, K.M. Manoylov et L.L. Bahls 2010;;188
STST;5;7;-;-;-;-;-;Stellarima stellaris;(F.C.S. Roper) G.R. Hasle et P.A. Sims 1986;Coscinodiscus stellaris;71
STAR;2;1;-;-;-;-;-;Stenopterobia arctica;A. Cleve-Euler 1939;;118
STCU;2;1;1;1;1;1;2;Stenopterobia curvula;(W. Smith) K. Krammer 1987;"Stenopterobia intermedia; Stenopterobia intermedia f. subacuta";118
STDE;2;1;1;1;1;1;1;Stenopterobia delicatissima;(F.W. Lewis) L.A. de Brébisson ex H.F. van Heurck 1896;Surirella delicatissima;"118; 152"
SDEN;2;1;1;1;1;1;2;Stenopterobia densestriata;(F. hustedt) K. Krammer 1987;;118
SAGA;4;2;-;-;-;5;1;Stephanodiscus agassizensis;H. Håkansson et H.J. Kling 1989;;"61; 88; 118"
SALP;4;2;2;1;2;-;1;Stephanodiscus alpinus;F. Hustedt in G.E. Huber-Pestalozzi 1942;;"61; 88; 118; 244"
SBIN;4;2;3;3;3;6;1;Stephanodiscus binderanus;(F.T. Kützing) W. Krieger 1927;Melosira binderana;"61; 88; 118"
SHAN;5;2;3;4;4;6;2;Stephanodiscus hantzschii;A. Grunow in P.T. Cleve et A. Grunow 1880;;"61; 88; 118"
SLUC;4;4;-;-;-;5;-;Stephanodiscus lucens;F. Hustedt 1939;;"118; 244"
SMED;5;2;-;-;-;5;1;Stephanodiscus medius;H. Håkansson 1986;Stephanodiscus minutus;"61; 88; 118"
STMI;5;2;2;3;3;6;2;Stephanodiscus minutulus;(F.T. Kützing) P.T. Cleve et J.D. Möller 1882;"Stephanodiscus astraea var. minutulus; Stephanodiscus rotula var. minutulus";"61; 88; 118"
SNEO;5;2;2;2;2;5;1;Stephanodiscus neoastraea;H. Håkansson et B. Hickel 1986;;"61; 88; 118"
SNIA;5;2;-;-;-;5;1;Stephanodiscus niagarae;C.G. Ehrenberg 1845;;"61; 88; 118"
SPAV;5;2;3;4;4;6;2;Stephanodiscus parvus;E.F. Stoermer et H. Håkansson 1984;;"61; 88; 118"
SROT;5;4;-;-;-;5;1;Stephanodiscus rotula;(F.T. Kützing) N.I. Hendey 1964;;"61; 88; 118"
STSU;4;3;-;3;-;6;1;Stephanodiscus subtilis;(A.C.J. van Goor) A. Cleve-Euler 1951;;118
STTU;5;2;3;4;4;6;2;Stephanodiscus tenuis;F. Hustedt 1939;;"61; 88; 118"
STUN;5;7;-;-;-;-;-;Striatella unipunctata;(H.C. Lyngbye) C.A. Agardh 1832;;"71; 326"
SAPH;4;4;2;2;2;5;3;Surirella amphioxys;W. Smith 1856;;"118; 152"
SANG;4;2;2;2;2;5;3;Surirella angusta;F.T. Kützing 1844;;"118; 152"
SBIF;4;2;1;1;1;3;2;Surirella bifrons;C.G. Ehrenberg 1843;"Surirella biseriata var. bifrons; Surirella biseriata var. bifrons f. punctata";"118; 152"
SBIR;4;2;-;-;-;-;2;Surirella birostrata;F. Hustedt in A. Schmidt et al. 1912;;118
SBIS;4;2;1;1;2;5;2;Surirella biseriata;L.A. de Brébisson in L.A. de Brébisson et L.-L. Godey 1835;;"118; 152"
SBBC;4;2;-;-;-;-;-;Surirella biseriata var. bicuspidata;A. Cleve-Euler in H. Bachmann et A. Cleve-Euler 1922;;118
SBOH;4;2;-;-;-;-;-;Surirella bohemica;G.W. Maly 1895;;118
SBRE;4;3;2;3;3;5;3;Surirella brebissonii;K. Krammer et H. Lange-Bertalot 1987;Surirella ovata [3];"47; 118; 152"
SBKU;4;3;2;3;3;5;3;Surirella brebissonii var. kuetzingii;K. Krammer et H. Lange-Bertalot 1987;Surirella ovata [1];"47; 118; 152"
SBPU;4;3;-;-;-;5;3;Surirella brebissonii var. punctata;K. Krammer in H. Lange-Bertalot et K. Krammer 1987;;118
SBRI;4;5;-;-;-;5;3;Surirella brightwellii;W. Smith 1853;;118
SBBA;4;4;-;-;-;5;3;Surirella brightwellii var. baltica;(J.H.K. Schumann) K. Krammer in H. Lange-Bertalot et K. Krammer 1987;;118
SUCA;4;2;1;1;1;4;1;Surirella capronii;L.A. de Brébisson ex F. Kitton 1869;;118
SUCO;4;4;-;-;-;-;3;Surirella constricta;W. Smith 1851 non (C.G. Ehrenberg) C.G. Ehrenberg 1854, nec J. Schumann 1862;;118
SCRU;4;4;1;2;2;5;3;Surirella crumena;L.A. de Brébisson ex F.T. Kützing 1849;;"118; 152; 214"
SDID;4;4;-;-;-;-;-;Surirella didyma;F.T. Kützing 1844;;118
SELE;3;2;1;1;1;4;2;Surirella elegans;C.G. Ehrenberg 1843;;118
SGRA;3;2;-;-;-;3;2;Surirella gracilis;(W. Smith) A. Grunow 1862;;118
SHEL;3;2;1;1;1;1;3;Surirella helvetica;J.-J. Brun 1880;Surirella linearis var. helvetica;"118; 152; 309"
SLAC;4;2;2;2;3;5;3;Surirella lacrimula;J.D. english in J.D. English et M.G. Potapova 2012;;47
SULP;3;1;-;-;-;-;-;Surirella lapponica;A. Cleve 1895;Surirella gracilis [2];118
SLIN;3;2;1;1;2;2;3;Surirella linearis;W. Smith 1853;;"118; 152"
SLCO;3;2;1;1;2;2;3;Surirella linearis var. constricta;A. Grunow 1862;;"118; 138"
SUMI;4;3;3;3;3;5;3;Surirella minuta;L.A. de Brébisson ex F.T. Kützing 1849;"Surirella ovalis var. pinnata; Surirella ovalis var. salina; Surirella ovata [2]; Surirella ovata var. apiculata; Surirella ovata var. pinnata";"47; 118; 152"
SNEG;4;2;2;2;3;5;3;Surirella neglecta;E. Reichardt 2012;;"225; 229"
SOVI;4;4;2;4;3;5;3;Surirella ovalis;L.A. de Brébisson 1838;;"47; 118; 152"
SPAT;2;2;-;-;-;-;-;Surirella patella;F.T. Kützing 1844;;118
SRBA;2;2;1;1;1;1;3;Surirella roba;L. Leclercq 1983;;"118; 152"
SURO;3;2;1;2;2;-;1;Surirella robusta;(C.G. Ehrenberg) C.G. Ehrenberg 1842;Surirella robusta var. constricta;"118; 152"
SSPI;3;2;1;1;1;1;3;Surirella spiralis;F.T. Kützing 1844;;118
SSPL;4;2;1;2;2;4;2;Surirella splendida;(C.G. Ehrenberg) F.T. Kützing 1844;Surirella robusta var. splendida;118
SSTR;4;4;-;-;-;5;2;Surirella striatula;P.J.F. Turpin 1828;;118
SSSA;4;3;-;-;-;5;3;Surirella subsalsa;W. Smith 1853;;"118; 152"
SSUE;4;2;1;1;2;5;3;Surirella suecica;A. Grunow in H.F. van Heurck 1881;;118
SUTE;4;2;1;2;2;5;2;Surirella tenera;W. Gregory 1856;;118
STER;3;2;-;3;2;3;5;Surirella terricola;H. Lange-Bertalot et E. Alles in H. Lange-Bertalot et D. Metzeltin 1996;;"118; 129; 138; 152"
STUR;4;2;1;1;1;1;3;Surirella turgida;W. Smith 1853;;118
SVEN;5;5;-;-;-;-;-;Surirella venusta;E.V. Østrup 1910;;"326; 334"
